"user_id","num_clicks","num_sessions","avg_session_duration","age","gender","married","has_children","home_country","home_city","time_spent","num_trips","num_flights","num_booked_hotel","money_spent_hotel","distance_flown","total_booking_price","total_cancellation","total_flight_with_discount","total_hotel_with_discount","avg_flight_discount","avg_hotel_discount","groups","age_bucket"
"195192","351","13","200.31","29","F","false","false","usa","chicago","2","4","8","4","3577","5025.419549773524","4881.41","0","0","0","","","Young frequent traveller","26-45"
"204943","364","11","807.45","41","M","false","false","canada","ottawa","2","8","16","7","4100","14202.670868996447","7618.172","0","1","0","0.10","","Business traveller","26-45"
"204997","475","9","1273.05","39","F","true","false","usa","kansas city","2","2","4","1","284","2563.0118649213405","772.47","0","0","0","","","Dreamer","26-45"
"205044","402","12","736.92","41","F","true","true","canada","toronto","2","4","8","4","5742.8","10509.004490078049","8997.4875","0","1","1","0.05","0.20","Family Traveller","26-45"
"206011","339","12","727.67","40","F","false","true","usa","kansas city","2","4","8","3","1138","5808.245401800313","2162.7720","0","1","1","0.05","0.15","Family Traveller","26-45"
"217136","323","10","812.20","39","F","false","true","usa","little rock","2","2","2","2","659","3095.3404436795545","1198.57","0","0","0","","","Family Traveller","26-45"
"220725","550","13","1229.92","41","F","false","false","usa","stockton","2","3","6","2","962","9384.230940704427","2495.42","0","0","1","","0.05","Middle-aged frequent traveller","26-45"
"224996","317","10","806.80","43","F","false","true","canada","halifax","2","2","4","1","231","4976.256525693032","1128.61","0","0","0","","","Family Traveller","26-45"
"226367","125","9","102.67","44","F","false","false","usa","washington","2","4","8","3","1864","14263.923970325324","7241.4010","0","1","0","0.05","","Middle-aged frequent traveller","26-45"
"228872","241","11","163.18","35","M","false","false","usa","san antonio","2","4","6","4","2388","4691.065931771277","3367.37","0","0","0","","","Middle-aged frequent traveller","26-45"
"229009","264","10","805.06","18","F","false","false","usa","stockton","2","2","4","2","474","6057.46472428864","1535.63","0","0","0","","","Dreamer","17-25"
"229108","330","9","907.33","26","F","false","false","usa","burlington","2","1","2","0","","1196.2935173657281","","0","0","0","","","Dreamer","26-45"
"229330","159","11","107.09","48","F","true","false","usa","colorado springs","2","5","10","5","3693","7721.804534578851","5787.39","0","0","0","","","Middle-aged frequent traveller","46-55"
"232647","127","10","147.50","18","F","false","false","usa","birmingham","2","2","2","1","2343","1436.751018608673","2580.1","0","0","0","","","Dreamer","17-25"
"249521","225","11","152.00","60","F","true","true","canada","ottawa","2","5","8","5","5940.4","13067.19636425286","9608.47","0","0","1","","0.10","Senior Traveller","56+"
"252835","346","14","220.29","38","F","false","true","usa","chicago","2","8","15","6","2902","15125.27790204564","5561.255","0","1","0","0.30","","Family Traveller","26-45"
"258451","220","12","179.67","23","F","false","false","usa","miami","2","1","0","1","3000","","","0","0","0","","","Dreamer","17-25"
"264470","129","11","88.45","46","F","false","true","usa","bakersfield","2","2","4","2","2127","4783.270358556782","2962.2175","0","1","0","0.05","","Family Traveller","46-55"
"276512","169","12","104.67","42","F","true","true","usa","austin","2","1","2","1","100","2409.253288662373","495.69","0","0","0","","","Family Traveller","26-45"
"281952","221","11","149.55","37","F","false","false","usa","louisville","2","5","10","4","2949.30","22571.84536023951","6753.11","0","0","1","","0.15","Middle-aged frequent traveller","26-45"
"283325","194","13","111.15","51","F","true","false","usa","dallas","2","5","8","5","3277","8297.519868336969","4624.953","0","1","0","0.10","","Middle-aged frequent traveller","46-55"
"290123","262","13","149.77","41","F","true","false","usa","houston","2","8","15","7","6009","19442.213941161448","11100.23","0","0","0","","","Business traveller","26-45"
"297546","287","12","177.92","51","F","true","false","usa","new york","2","8","11","7","6176.00","11732.865812719552","8612.76","0","1","1","0.10","0.05","Business traveller","46-55"
"298253","156","12","97.25","47","F","true","true","usa","los angeles","2","3","6","1","320","9078.563863175379","1770.7475","0","1","0","0.45","","Family Traveller","46-55"
"299476","507","13","729.00","39","F","true","false","usa","atlanta","2","2","4","2","11391","10145.664416241103","14461.50","0","0","0","","","Dreamer","26-45"
"306819","358","11","792.36","60","F","true","true","usa","new york","2","1","2","1","370","293.18110814727305","420.16","0","0","0","","","Senior Traveller","56+"
"312488","140","11","95.36","31","M","true","false","usa","new york","2","3","6","3","673","10106.642665070143","2475.79","0","0","0","","","Young frequent traveller","26-45"
"313724","403","10","926.90","52","F","false","false","usa","tulsa","2","6","10","6","6747","9221.731393653634","8597.384","0","1","0","0.10","","Business traveller","46-55"
"316527","188","11","127.73","42","F","true","true","canada","winnipeg","2","4","8","4","5658.30","7762.721405768636","7398.19","0","0","1","","0.05","Family Traveller","26-45"
"317688","184","12","113.75","41","F","false","true","usa","indianapolis","2","6","12","5","1622.90","9284.145549078185","3714.35","0","0","2","","0.08","Family Traveller","26-45"
"322867","139","11","94.27","46","F","false","false","usa","mobile","2","3","4","3","7766","4289.804464290275","8508.19","0","0","0","","","Middle-aged frequent traveller","46-55"
"324191","196","11","132.18","40","F","false","false","usa","san diego","2","4","8","4","3716","7815.139930986082","5009.48","0","0","0","","","Middle-aged frequent traveller","26-45"
"328590","438","11","826.18","56","F","false","false","usa","san diego","2","4","8","3","2755.25","12470.381068045426","5980.44","0","0","1","","0.15","Middle-aged frequent traveller","56+"
"330764","423","11","804.64","39","F","false","false","usa","detroit","2","4","2","4","2534","782.9844805235647","2672.87","0","1","0","0.15","","Middle-aged frequent traveller","26-45"
"330893","171","11","115.91","43","F","true","true","usa","oklahoma city","2","3","6","3","750","4810.064082308094","1611.61","0","0","0","","","Family Traveller","26-45"
"331039","249","11","478.31","45","F","true","true","canada","london","2","1","2","1","235","655.9464303871754","369.97","0","0","0","","","Family Traveller","26-45"
"334787","199","11","133.91","53","F","false","false","usa","minneapolis","2","5","10","5","1459","7583.737626568666","3302.9365","0","2","0","0.08","","Middle-aged frequent traveller","46-55"
"337227","116","10","85.90","35","F","true","false","usa","santa ana","2","1","2","1","470","124.30668531453887","514.78","0","0","0","","","Dreamer","26-45"
"338086","197","12","122.92","40","F","false","true","usa","washington","2","4","8","4","1350.0","9341.820522930382","4748.94","0","0","1","","0.20","Family Traveller","26-45"
"340166","101","11","68.27","51","M","true","true","usa","san francisco","2","1","0","1","474","","","0","0","0","","","Family Traveller","46-55"
"343928","161","10","118.80","65","F","true","false","usa","el paso","2","4","8","3","2431","24277.56088558373","7431.57","0","1","0","0.20","","Senior Traveller","56+"
"347778","298","13","170.85","50","F","false","false","usa","las vegas","2","9","16","8","9612.0","23982.83876679093","15699.451","0","1","1","0.10","0.10","Business traveller","46-55"
"348817","183","10","134.60","29","F","false","false","canada","calgary","2","6","8","6","3450.45","9628.279581738152","5210.43","0","0","1","","0.15","Young frequent traveller","26-45"
"349132","166","11","112.45","49","F","false","false","usa","cincinnati","2","5","6","5","4811.1","5136.676365900784","5932.3145","0","2","1","0.18","0.10","Middle-aged frequent traveller","46-55"
"350648","313","9","732.39","18","F","false","false","usa","lincoln","2","1","2","1","1950","1169.3234925960523","2116.53","0","0","0","","","Dreamer","17-25"
"353271","113","10","84.60","27","F","false","true","usa","milwaukee","2","2","4","2","2193","16856.213731113967","5133.19","0","0","0","","","Family Traveller","26-45"
"353694","118","9","97.22","40","F","false","true","usa","new york","2","3","5","3","3009","18617.621685531965","5818.1715","0","1","0","0.05","","Family Traveller","26-45"
"354050","218","11","147.45","50","F","false","false","usa","detroit","2","6","11","6","2565.60","10805.190895133617","4559.1060","0","1","1","0.05","0.05","Business traveller","46-55"
"354260","132","9","108.78","50","F","false","false","usa","providence","2","3","6","1","520","7675.244080581579","1923.36","0","0","0","","","Middle-aged frequent traveller","46-55"
"354311","113","11","77.00","46","F","true","false","usa","tucson","2","2","4","1","291","6477.426283104351","1363.89","0","0","0","","","Dreamer","46-55"
"354950","119","9","99.44","54","M","true","false","usa","amarillo","2","2","4","2","2634","5225.975139554475","3934.22","0","0","0","","","Dreamer","46-55"
"356046","146","10","108.90","35","F","false","false","canada","ottawa","2","4","8","4","2061.3","7419.303432908982","3567.7645","0","1","1","0.15","0.10","Middle-aged frequent traveller","26-45"
"357737","506","12","787.08","42","F","true","true","usa","san diego","2","7","12","7","2280.10","15687.790331503878","4994.90","0","0","2","","0.08","Family Traveller","26-45"
"359072","424","13","666.75","51","F","true","true","canada","montreal","2","4","8","4","1069","4852.479460304474","2695.83","0","0","0","","","Family Traveller","46-55"
"359080","206","11","140.73","42","F","true","false","usa","new york","2","7","12","4","6415","23170.53734047302","12405.94","0","0","1","","0.20","Business traveller","26-45"
"359653","198","11","133.73","55","M","false","false","canada","victoria","2","5","10","5","1191.2","10659.897926672687","3168.61","0","0","1","","0.10","Middle-aged frequent traveller","46-55"
"361459","81","12","51.08","42","F","true","true","usa","houston","2","1","2","1","165","2403.5430407745216","558.91","0","0","0","","","Family Traveller","26-45"
"361759","169","12","104.33","53","F","true","false","canada","winnipeg","2","5","10","3","295.70","16685.273942803335","4444.32","0","0","1","","0.05","Middle-aged frequent traveller","46-55"
"363535","291","11","648.25","31","F","false","false","usa","charlotte","2","3","5","3","752","5086.068319813699","1600.096","0","1","0","0.10","","Young frequent traveller","26-45"
"365825","425","10","887.00","45","F","false","false","usa","los angeles","2","3","3","3","3700","2303.612259269297","3938.14","0","0","0","","","Middle-aged frequent traveller","26-45"
"371201","166","10","122.80","28","M","false","true","usa","new york","2","2","4","1","138","4960.864543696816","1042.87","0","0","0","","","Family Traveller","26-45"
"372970","122","9","102.22","34","F","false","false","usa","charlotte","2","3","6","3","1448","25300.768205002005","5393.72","0","0","0","","","Young frequent traveller","26-45"
"373489","171","12","105.25","37","F","true","true","usa","wichita","2","3","4","2","9393","21980.953281137194","15779.6225","0","1","0","0.25","","Family Traveller","26-45"
"374331","383","11","780.64","42","M","false","false","usa","milwaukee","2","2","2","2","7380","129.62257755633277","7402.38","0","0","0","","","Dreamer","26-45"
"374340","158","12","98.50","35","F","true","false","usa","new york","2","2","2","1","1122","16455.388252489083","5088.19","0","0","1","","0.05","Dreamer","26-45"
"374341","128","9","106.22","26","F","false","false","usa","detroit","2","4","2","4","8540","11589.26521759849","12805.3","0","0","0","","","Young frequent traveller","26-45"
"375160","79","11","53.00","20","F","false","false","usa","houston","2","1","0","1","12144","","","0","0","0","","","Dreamer","17-25"
"375729","191","12","117.50","53","F","false","false","usa","atlanta","2","5","10","4","3039","7423.9046398863165","4249.315","0","3","0","0.13","","Middle-aged frequent traveller","46-55"
"375751","291","11","195.45","50","F","true","false","usa","cleveland","2","3","6","2","999","3965.0151335459905","1706.56","0","0","0","","","Middle-aged frequent traveller","46-55"
"376159","139","10","103.90","42","F","false","false","usa","long beach","2","3","4","3","1624","4135.647010032322","2353.94","0","0","0","","","Middle-aged frequent traveller","26-45"
"377411","167","11","113.09","38","F","true","false","canada","montreal","2","3","6","3","1129","6672.706869802376","2795.646","0","1","0","0.20","","Middle-aged frequent traveller","26-45"
"378565","174","10","130.10","41","F","true","true","usa","nashville","2","7","8","6","9160","7223.115228336075","10357.1875","0","4","1","0.10","0.10","Family Traveller","26-45"
"379543","155","10","115.00","56","F","true","false","usa","san jose","2","5","8","5","2229","7724.361846208753","3591.28","0","0","0","","","Middle-aged frequent traveller","56+"
"380434","169","12","103.83","50","F","true","true","usa","oklahoma city","2","5","10","5","2054","9112.12009002487","3654.5375","0","1","0","0.15","","Family Traveller","46-55"
"380436","171","10","126.10","45","F","false","false","usa","new york","2","3","6","3","1728.0","4101.685395321579","2411.2060","0","1","1","0.05","0.10","Middle-aged frequent traveller","26-45"
"380757","162","11","109.91","46","F","false","true","usa","los angeles","2","5","9","5","2005.35","9095.271578831245","3256.10","0","0","1","","0.05","Family Traveller","46-55"
"380874","208","12","128.75","54","F","true","false","usa","louisville","2","5","10","4","727.90","4976.799717135935","1689.61","0","0","3","","0.18","Middle-aged frequent traveller","46-55"
"380949","466","11","834.45","46","F","false","false","usa","san antonio","2","5","10","4","2758","10951.499908950846","4707.62","0","0","0","","","Middle-aged frequent traveller","46-55"
"381259","110","9","91.67","21","F","false","true","usa","san diego","2","2","4","1","68","5719.041716270368","1133.32","0","0","0","","","Family Traveller","17-25"
"381465","272","10","355.24","34","F","false","false","usa","san antonio","2","4","4","3","2976","9612.546209067703","4883.96","0","1","0","0.10","","Young frequent traveller","26-45"
"382181","166","11","111.27","36","F","true","false","canada","halifax","2","5","10","3","3416","11699.68664158581","5516.02","0","0","1","","0.20","Middle-aged frequent traveller","26-45"
"382384","104","10","77.80","57","F","true","false","usa","st. petersburg","2","2","4","2","430","2782.4576821315723","916.69","0","0","0","","","Dreamer","56+"
"385689","127","11","86.18","50","F","false","true","usa","nashville","2","5","6","5","4343","5820.652925087468","5581.843","0","2","0","0.15","","Family Traveller","46-55"
"386255","102","11","68.82","32","F","false","true","usa","mobile","2","2","2","2","2454","2402.812436537564","2886.53","0","0","0","","","Family Traveller","26-45"
"386469","122","10","90.60","18","F","false","false","usa","stockton","2","1","0","1","4970","","","0","0","0","","","Dreamer","17-25"
"386914","339","12","686.75","46","F","true","true","canada","hamilton","2","2","4","2","934.8","3493.597763151965","1627.98","0","0","1","","0.10","Family Traveller","46-55"
"387282","109","9","89.11","30","F","false","true","usa","amarillo","2","2","2","2","4440.0","2245.0832729682165","4782.11","0","0","1","","0.10","Family Traveller","26-45"
"387783","98","9","80.56","54","M","true","true","usa","oakland","2","4","4","3","2798","6272.314065558618","6014.97","0","0","0","","","Family Traveller","46-55"
"388328","151","10","111.40","50","F","true","true","canada","toronto","2","6","8","5","4770.9","10220.3365963939","7594.59","0","1","1","0.05","0.10","Family Traveller","46-55"
"388767","144","10","107.90","45","F","true","true","usa","tallahassee","2","3","4","3","3244","2998.95516708377","3764.60","0","0","0","","","Family Traveller","26-45"
"388947","124","11","84.09","41","M","false","false","usa","new york","2","4","8","2","684","8324.774658367354","2089.2185","0","1","1","0.15","0.10","Middle-aged frequent traveller","26-45"
"389434","495","10","939.20","42","F","false","false","usa","new york","2","6","12","6","1594.2","14172.895570482238","4159.190","0","1","1","0.20","0.20","Business traveller","26-45"
"389662","268","10","199.20","39","F","false","false","usa","fresno","2","5","8","4","1028","8752.596368422484","2544.113","0","1","0","0.10","","Middle-aged frequent traveller","26-45"
"389759","186","9","152.78","33","F","false","true","usa","anchorage","2","4","8","4","6336","16124.286806116577","10312.711","0","1","0","0.10","","Family Traveller","26-45"
"390811","195","12","120.75","41","F","false","false","usa","los angeles","2","6","12","6","2367","16963.042407763667","5295.39","0","0","0","","","Business traveller","26-45"
"392453","118","11","79.18","58","F","false","false","usa","el paso","2","2","4","2","1215","4935.010407539028","1974.2110","0","1","0","0.05","","Dreamer","56+"
"395202","88","10","65.80","27","F","false","false","usa","san jose","2","2","0","2","4791","","","0","0","0","","","Dreamer","26-45"
"395981","142","11","96.73","52","F","true","false","canada","vancouver","2","4","6","4","9449","7927.651793138444","11226.898","0","2","0","0.15","","Middle-aged frequent traveller","46-55"
"396552","146","12","90.25","45","F","true","false","canada","london","2","5","6","5","2440.5","6228.608602324907","3265.35","0","0","1","","0.10","Middle-aged frequent traveller","26-45"
"399137","176","9","144.89","54","F","true","false","usa","dallas","2","5","6","4","6424","6222.208619805666","7902.52","0","1","0","0.25","","Middle-aged frequent traveller","46-55"
"399218","145","11","99.00","44","F","true","true","usa","fort worth","2","3","6","2","595.60","2792.6056354425577","1092.63","0","0","1","","0.05","Family Traveller","26-45"
"399799","229","12","140.92","55","F","true","false","canada","toronto","2","7","7","7","3226.0","8035.160071863267","4587.20","0","1","1","0.30","0.10","Business traveller","46-55"
"400275","108","10","80.70","56","F","true","true","usa","phoenix","2","2","4","1","1052","6409.597707256765","1923.9410","0","2","0","0.18","","Family Traveller","56+"
"400582","166","10","123.20","32","F","true","false","usa","chicago","2","6","10","6","3130","8754.960508906324","4725.708","0","1","0","0.10","","Young frequent traveller","26-45"
"400899","293","11","196.64","46","F","true","false","canada","quebec","2","5","10","5","2850","8785.763232655898","4984.38","0","0","0","","","Middle-aged frequent traveller","46-55"
"401245","146","10","109.20","28","F","false","false","usa","omaha","2","4","8","3","1214","6486.8277810736145","2487.858","0","1","0","0.10","","Young frequent traveller","26-45"
"402332","163","10","120.90","32","F","false","false","usa","sacramento","2","3","6","3","716.65","5057.298885443107","1717.8750","0","2","2","0.13","0.05","Young frequent traveller","26-45"
"402978","148","9","121.78","52","F","true","false","usa","milwaukee","2","5","10","5","3126","10356.61691276364","5004.1265","0","1","0","0.15","","Middle-aged frequent traveller","46-55"
"403881","231","11","155.18","44","F","false","false","usa","san diego","2","7","8","7","6505.55","12662.366398762819","9491.76","0","1","1","0.10","0.15","Business traveller","26-45"
"404879","167","11","112.82","39","F","true","false","usa","newark","2","6","11","5","5721.80","7388.760298284802","7093.1165","0","2","2","0.15","0.10","Business traveller","26-45"
"405305","187","12","115.58","45","F","true","true","usa","san francisco","2","5","7","5","2914","9263.922476648517","4630.79","0","1","0","0.15","","Family Traveller","26-45"
"406210","110","9","91.11","21","F","false","true","usa","anchorage","2","3","5","2","1558","22616.898932943317","4173.08","0","0","0","","","Family Traveller","17-25"
"407118","158","10","171.50","52","F","true","false","usa","new york","2","4","7","4","3109","4750.574748326819","3950.16","0","0","0","","","Middle-aged frequent traveller","46-55"
"407250","340","11","230.27","37","F","false","false","usa","laredo","2","6","12","5","1349","16036.311961430052","4047.9245","0","1","0","0.15","","Business traveller","26-45"
"407275","177","11","119.64","42","F","false","false","usa","philadelphia","2","6","12","5","3546","8225.411664540487","5009.99","0","0","0","","","Business traveller","26-45"
"407434","95","10","70.40","53","F","true","true","canada","halifax","2","3","4","2","3281","3737.4715951068524","3994.31","0","0","0","","","Family Traveller","46-55"
"407642","149","11","100.91","30","F","false","false","canada","hamilton","2","3","6","3","1163","2627.820998696461","1647.9320","0","1","0","0.05","","Young frequent traveller","26-45"
"408551","116","11","79.36","44","F","true","true","usa","chicago","2","3","6","3","2900","4569.08543939589","3975.33","0","0","0","","","Family Traveller","26-45"
"409073","204","9","168.00","43","F","true","false","usa","sacramento","2","4","8","4","9998","10794.38798464589","12157.40","0","0","0","","","Middle-aged frequent traveller","26-45"
"411179","395","9","959.78","52","F","false","false","usa","san jose","2","3","4","2","4483","5578.460744605104","5645.0140","0","2","0","0.18","","Middle-aged frequent traveller","46-55"
"411701","251","11","168.36","40","F","false","false","canada","calgary","2","5","6","5","3948.4","7877.5544001076105","5353.10","0","0","1","","0.10","Middle-aged frequent traveller","26-45"
"413128","193","12","119.75","29","F","false","false","canada","hamilton","2","6","10","6","12513.95","4147.39529373492","13999.8390","0","3","2","0.08","0.08","Young frequent traveller","26-45"
"413340","162","10","121.00","48","F","true","true","usa","nashville","2","5","10","2","2512","5406.074126770359","3471.55","0","0","1","","0.15","Family Traveller","46-55"
"413418","174","11","117.91","55","F","false","false","usa","knoxville","2","5","8","4","654.0","4340.035272598235","1652.54","0","0","1","","0.10","Middle-aged frequent traveller","46-55"
"413658","215","10","464.19","52","F","true","true","usa","philadelphia","2","4","4","4","3658.05","1719.7573332736174","3955.67","0","0","2","","0.13","Family Traveller","46-55"
"414128","206","12","127.33","28","F","false","false","usa","seattle","2","6","6","6","6265.4","13197.326446276455","9458.36","0","0","1","","0.10","Young frequent traveller","26-45"
"415282","158","11","107.73","42","F","true","true","usa","portland","2","4","8","4","3520.0","11005.20830122654","6911.206","0","1","1","0.10","0.20","Family Traveller","26-45"
"415381","126","10","93.70","46","F","true","false","usa","chicago","2","3","5","2","704","2867.2045729730526","1155.21","0","0","0","","","Middle-aged frequent traveller","46-55"
"415581","177","10","131.90","42","F","true","false","usa","new york","2","4","7","4","2336","9263.843166546481","3680.09","0","0","0","","","Middle-aged frequent traveller","26-45"
"416319","353","12","218.75","55","F","true","false","usa","new york","2","3","6","3","433","4404.69647483835","1196.36","0","0","0","","","Middle-aged frequent traveller","46-55"
"416580","356","10","768.63","44","F","false","false","usa","fort worth","2","6","12","4","1698.1","10213.611566418493","4145.8545","0","1","1","0.05","0.10","Business traveller","26-45"
"417679","197","11","133.64","38","F","false","false","usa","new york","2","7","14","6","4805.10","13126.397593597698","7548.3465","0","2","3","0.13","0.07","Business traveller","26-45"
"418329","215","9","176.56","50","M","false","true","usa","detroit","2","4","6","4","3844.70","2503.1387015851487","4260.687","0","2","1","0.10","0.15","Family Traveller","46-55"
"418488","221","10","163.20","39","F","true","false","canada","toronto","2","5","8","5","3015","7962.443785796538","4426.60","0","0","0","","","Middle-aged frequent traveller","26-45"
"418692","360","12","699.83","40","F","false","false","usa","fort worth","2","4","8","4","1551.65","8062.330431084993","3307.3390","0","2","1","0.08","0.15","Middle-aged frequent traveller","26-45"
"420648","154","11","104.00","53","F","true","true","usa","portland","2","5","8","4","4215","14881.318997495615","6760.8365","0","3","0","0.10","","Family Traveller","46-55"
"420669","539","11","1010.72","51","F","true","true","canada","calgary","2","3","4","3","2254","5960.576584787908","3430.62","0","0","0","","","Family Traveller","46-55"
"421247","222","10","165.50","42","F","true","true","usa","memphis","2","6","12","6","4308.40","7237.316015158248","5801.42","0","0","3","","0.10","Family Traveller","26-45"
"421515","203","9","167.89","31","F","false","false","canada","winnipeg","2","3","6","3","1321.05","5686.216128573165","2408.74","0","0","1","","0.05","Young frequent traveller","26-45"
"421666","458","10","911.80","30","F","false","true","usa","washington","2","2","4","2","493","3802.626052115972","1112.09","0","0","0","","","Family Traveller","26-45"
"421700","156","10","115.30","41","F","false","true","usa","richmond","2","3","6","3","2695.80","5999.609834297305","3739.322","0","1","1","0.20","0.15","Family Traveller","26-45"
"421870","171","10","126.60","30","M","true","true","usa","little rock","2","5","10","4","1731","23485.42073363289","24107.0870","0","4","0","0.06","","Family Traveller","26-45"
"422066","185","10","136.90","56","F","true","true","usa","cincinnati","2","5","8","5","4940","6900.078562162841","6564.165","0","1","0","0.10","","Family Traveller","56+"
"423042","296","10","300.32","43","F","false","true","canada","ottawa","2","7","8","6","3449.20","7413.872594515782","4713.11","0","2","2","0.18","0.10","Family Traveller","26-45"
"423413","161","11","108.36","18","F","false","false","usa","new york","2","1","0","1","10760","","","0","0","0","","","Dreamer","17-25"
"424553","272","10","202.40","49","F","true","false","usa","oklahoma city","2","4","4","4","2579","3625.5906429084243","3219.46","0","0","0","","","Middle-aged frequent traveller","46-55"
"425632","160","11","108.27","46","F","true","false","usa","tampa","2","4","6","3","2476","7530.779078739641","3797.36","0","0","1","","0.05","Middle-aged frequent traveller","46-55"
"425653","127","9","104.22","20","M","false","true","usa","portland","2","1","0","1","2475","","","0","0","0","","","Family Traveller","17-25"
"425953","222","10","164.40","38","F","true","false","usa","nashville","1","6","10","6","3448.85","4841.580499334465","4554.7255","0","1","2","0.15","0.08","Business traveller","26-45"
"425966","169","10","124.30","56","F","true","false","usa","las vegas","1","3","6","3","4397","10131.380330507911","7118.14","0","0","0","","","Middle-aged frequent traveller","56+"
"426478","180","9","412.90","26","F","false","false","canada","hamilton","1","2","2","2","2363.9","263.436799507677","2413.87","0","0","1","","0.10","Dreamer","26-45"
"427426","171","11","116.18","37","F","false","false","usa","san diego","1","4","8","2","183","8575.032532790148","1601.12","0","0","0","","","Middle-aged frequent traveller","26-45"
"427506","338","9","885.97","55","F","true","true","usa","norfolk","1","3","6","2","458.2","3298.606479828843","2234.055","0","1","1","0.25","0.10","Family Traveller","46-55"
"428056","155","9","127.89","38","M","false","false","canada","vancouver","1","5","8","4","2738.35","12723.060798252283","5115.62","0","1","1","0.10","0.15","Middle-aged frequent traveller","26-45"
"428552","155","11","105.82","37","F","true","false","usa","new york","1","4","8","4","1104","7949.255726609552","2460.0375","0","1","0","0.25","","Middle-aged frequent traveller","26-45"
"428858","396","10","866.60","21","F","false","false","usa","san diego","1","2","2","2","4072","4159.160256859018","4761.01","0","0","0","","","Dreamer","17-25"
"429345","143","10","107.60","66","M","true","true","usa","tallahassee","1","1","0","1","714","","","0","1","0","0.10","","Senior Traveller","56+"
"429375","301","10","681.56","34","F","false","false","usa","new york","1","3","6","3","933","4438.447060505567","1785.33","0","0","0","","","Young frequent traveller","26-45"
"430722","346","10","767.09","29","M","false","false","usa","mobile","1","2","4","2","921.40","2225.8467070102197","1258.264","0","1","1","0.20","0.05","Dreamer","26-45"
"431144","136","10","101.50","52","F","true","false","usa","cincinnati","1","3","4","3","1672.0","2683.7659278444457","2155.10","0","0","1","","0.20","Middle-aged frequent traveller","46-55"
"431337","179","11","120.00","38","F","false","false","usa","miami","1","5","7","5","4384","8699.719944113216","5715.33","0","0","0","","","Middle-aged frequent traveller","26-45"
